,date,ticker,option_id,expiration,S0,div_yield,disc_rate,expiration_days,strike,implied_vol,delta,call/put,best_bid,best_offer,volume
252,2022-12-07,AAPL,144543840,2023-09-15,140.94,0.006456648219100327,0.04885397810974356,282,300.0,0.319823,0.00749,C,0.06,0.12,7
469,2022-12-08,AAPL,142859004,2023-09-15,142.65,0.006379249912372941,0.0489388400468601,281,70.0,0.498837,-0.027609,P,0.65,0.9,181
468,2022-12-08,AAPL,141470480,2023-09-15,142.65,0.006379249912372941,0.0489388400468601,281,75.0,0.484924,-0.036178,P,0.91,1.14,0
467,2022-12-08,AAPL,141470481,2023-09-15,142.65,0.006379249912372941,0.0489388400468601,281,80.0,0.465096,-0.044861,P,1.08,1.43,6
466,2022-12-08,AAPL,141470482,2023-09-15,142.65,0.006379249912372941,0.0489388400468601,281,85.0,0.451709,-0.056887,P,1.47,1.74,0
527,2022-12-08,AAPL,141470483,2023-09-15,142.65,0.006379249912372941,0.0489388400468601,281,90.0,0.443105,-0.072619,P,1.97,2.23,20
526,2022-12-08,AAPL,141470484,2023-09-15,142.65,0.006379249912372941,0.0489388400468601,281,95.0,0.431225,-0.089805,P,2.53,2.73,2
506,2022-12-08,AAPL,141470457,2023-09-15,142.65,0.006379249912372941,0.0489388400468601,281,100.0,0.419474,-0.109594,P,3.1,3.4,35
505,2022-12-08,AAPL,141470458,2023-09-15,142.65,0.006379249912372941,0.0489388400468601,281,105.0,0.408831,-0.132697,P,3.85,4.15,78
504,2022-12-08,AAPL,141470459,2023-09-15,142.65,0.006379249912372941,0.0489388400468601,281,110.0,0.400085,-0.159634,P,4.75,5.1,295
503,2022-12-08,AAPL,141470460,2023-09-15,142.65,0.006379249912372941,0.0489388400468601,281,115.0,0.38638,-0.187828,P,5.55,6.1,52
502,2022-12-08,AAPL,141470461,2023-09-15,142.65,0.006379249912372941,0.0489388400468601,281,120.0,0.380934,-0.222464,P,7.0,7.3,61
501,2022-12-08,AAPL,141470462,2023-09-15,142.65,0.006379249912372941,0.0489388400468601,281,125.0,0.372686,-0.259288,P,8.3,8.8,0
500,2022-12-08,AAPL,141470463,2023-09-15,142.65,0.006379249912372941,0.0489388400468601,281,130.0,0.364795,-0.299441,P,9.95,10.35,24
499,2022-12-08,AAPL,141470464,2023-09-15,142.65,0.006379249912372941,0.0489388400468601,281,135.0,0.357166,-0.342573,P,11.6,12.3,1506
507,2022-12-08,AAPL,141470465,2023-09-15,142.65,0.006379249912372941,0.0489388400468601,281,140.0,0.349865,-0.388629,P,13.7,14.25,144
570,2022-12-08,AAPL,141470439,2023-09-15,142.65,0.006379249912372941,0.0489388400468601,281,150.0,0.338767,0.533245,C,15.5,15.9,116
591,2022-12-08,AAPL,141470440,2023-09-15,142.65,0.006379249912372941,0.0489388400468601,281,155.0,0.331404,0.486756,C,13.2,13.65,93
571,2022-12-08,AAPL,141470441,2023-09-15,142.65,0.006379249912372941,0.0489388400468601,281,160.0,0.325441,0.440542,C,11.25,11.6,94
589,2022-12-08,AAPL,141470442,2023-09-15,142.65,0.006379249912372941,0.0489388400468601,281,165.0,0.32054,0.39547,C,9.5,9.85,2
588,2022-12-08,AAPL,141470443,2023-09-15,142.65,0.006379249912372941,0.0489388400468601,281,170.0,0.315244,0.351365,C,7.9,8.3,37
587,2022-12-08,AAPL,141470444,2023-09-15,142.65,0.006379249912372941,0.0489388400468601,281,175.0,0.309127,0.308198,C,6.55,6.8,130
586,2022-12-08,AAPL,141470445,2023-09-15,142.65,0.006379249912372941,0.0489388400468601,281,180.0,0.302892,0.266822,C,5.15,5.7,81
585,2022-12-08,AAPL,141470446,2023-09-15,142.65,0.006379249912372941,0.0489388400468601,281,185.0,0.302659,0.233902,C,4.4,4.75,271
584,2022-12-08,AAPL,141470447,2023-09-15,142.65,0.006379249912372941,0.0489388400468601,281,190.0,0.300415,0.202023,C,3.65,3.9,46
583,2022-12-08,AAPL,141470448,2023-09-15,142.65,0.006379249912372941,0.0489388400468601,281,195.0,0.297066,0.17204,C,2.97,3.15,100
582,2022-12-08,AAPL,141470449,2023-09-15,142.65,0.006379249912372941,0.0489388400468601,281,200.0,0.29296,0.144251,C,2.27,2.6,57
590,2022-12-08,AAPL,141470450,2023-09-15,142.65,0.006379249912372941,0.0489388400468601,281,205.0,0.293391,0.123984,C,1.96,2.1,51
581,2022-12-08,AAPL,141470451,2023-09-15,142.65,0.006379249912372941,0.0489388400468601,281,210.0,0.291633,0.104212,C,1.46,1.82,14
579,2022-12-08,AAPL,141528516,2023-09-15,142.65,0.006379249912372941,0.0489388400468601,281,220.0,0.292588,0.075776,C,1.06,1.2,0
578,2022-12-08,AAPL,141528517,2023-09-15,142.65,0.006379249912372941,0.0489388400468601,281,230.0,0.291642,0.05334,C,0.63,0.87,6
577,2022-12-08,AAPL,142291791,2023-09-15,142.65,0.006379249912372941,0.0489388400468601,281,240.0,0.298417,0.041525,C,0.5,0.65,1
576,2022-12-08,AAPL,142291792,2023-09-15,142.65,0.006379249912372941,0.0489388400468601,281,250.0,0.294828,0.027722,C,0.25,0.47,2
575,2022-12-08,AAPL,144084639,2023-09-15,142.65,0.006379249912372941,0.0489388400468601,281,260.0,0.30037,0.021474,C,0.14,0.41,0
574,2022-12-08,AAPL,144543837,2023-09-15,142.65,0.006379249912372941,0.0489388400468601,281,270.0,0.312495,0.019087,C,0.15,0.35,0
573,2022-12-08,AAPL,144543838,2023-09-15,142.65,0.006379249912372941,0.0489388400468601,281,280.0,0.318307,0.015379,C,0.1,0.3,4
580,2022-12-08,AAPL,144543840,2023-09-15,142.65,0.006379249912372941,0.0489388400468601,281,300.0,0.331698,0.010762,C,0.06,0.22,0
724,2022-12-09,AAPL,142859004,2023-09-15,142.16,0.006401238041643219,0.04901393100589016,280,70.0,0.497337,-0.027671,P,0.65,0.89,474
723,2022-12-09,AAPL,141470480,2023-09-15,142.16,0.006401238041643219,0.04901393100589016,280,75.0,0.481416,-0.035849,P,0.86,1.14,4
722,2022-12-09,AAPL,141470481,2023-09-15,142.16,0.006401238041643219,0.04901393100589016,280,80.0,0.463582,-0.045066,P,1.1,1.4,0
721,2022-12-09,AAPL,141470482,2023-09-15,142.16,0.006401238041643219,0.04901393100589016,280,85.0,0.450497,-0.057304,P,1.47,1.74,0
824,2022-12-09,AAPL,141470483,2023-09-15,142.16,0.006401238041643219,0.04901393100589016,280,90.0,0.439145,-0.072284,P,1.89,2.22,9
822,2022-12-09,AAPL,141470484,2023-09-15,142.16,0.006401238041643219,0.04901393100589016,280,95.0,0.426028,-0.089137,P,2.4,2.71,3
743,2022-12-09,AAPL,141470457,2023-09-15,142.16,0.006401238041643219,0.04901393100589016,280,100.0,0.416786,-0.110073,P,3.1,3.35,14
761,2022-12-09,AAPL,141470458,2023-09-15,142.16,0.006401238041643219,0.04901393100589016,280,105.0,0.407991,-0.134206,P,3.95,4.1,4
760,2022-12-09,AAPL,141470459,2023-09-15,142.16,0.006401238041643219,0.04901393100589016,280,110.0,0.396479,-0.160396,P,4.7,5.05,161
759,2022-12-09,AAPL,141470460,2023-09-15,142.16,0.006401238041643219,0.04901393100589016,280,115.0,0.387209,-0.19074,P,5.75,6.1,369
758,2022-12-09,AAPL,141470461,2023-09-15,142.16,0.006401238041643219,0.04901393100589016,280,120.0,0.379924,-0.225107,P,7.05,7.35,4037
757,2022-12-09,AAPL,141470462,2023-09-15,142.16,0.006401238041643219,0.04901393100589016,280,125.0,0.371953,-0.262485,P,8.4,8.85,34
756,2022-12-09,AAPL,141470463,2023-09-15,142.16,0.006401238041643219,0.04901393100589016,280,130.0,0.364268,-0.30315,P,10.1,10.4,14
755,2022-12-09,AAPL,141470464,2023-09-15,142.16,0.006401238041643219,0.04901393100589016,280,135.0,0.356194,-0.346712,P,11.9,12.2,2
754,2022-12-09,AAPL,141470465,2023-09-15,142.16,0.006401238041643219,0.04901393100589016,280,140.0,0.348986,-0.393269,P,13.95,14.25,78
946,2022-12-09,AAPL,141470439,2023-09-15,142.16,0.006401238041643219,0.04901393100589016,280,150.0,0.339183,0.528492,C,15.2,15.65,9
945,2022-12-09,AAPL,141470440,2023-09-15,142.16,0.006401238041643219,0.04901393100589016,280,155.0,0.332348,0.482074,C,12.95,13.45,16
944,2022-12-09,AAPL,141470441,2023-09-15,142.16,0.006401238041643219,0.04901393100589016,280,160.0,0.327955,0.436707,C,11.15,11.45,105
943,2022-12-09,AAPL,141470442,2023-09-15,142.16,0.006401238041643219,0.04901393100589016,280,165.0,0.32262,0.391649,C,9.35,9.75,44
942,2022-12-09,AAPL,141470443,2023-09-15,142.16,0.006401238041643219,0.04901393100589016,280,170.0,0.315805,0.346651,C,7.75,8.1,14
941,2022-12-09,AAPL,141470444,2023-09-15,142.16,0.006401238041643219,0.04901393100589016,280,175.0,0.313774,0.307213,C,6.55,6.85,18
940,2022-12-09,AAPL,141470445,2023-09-15,142.16,0.006401238041643219,0.04901393100589016,280,180.0,0.310368,0.269069,C,5.45,5.7,285
939,2022-12-09,AAPL,141470446,2023-09-15,142.16,0.006401238041643219,0.04901393100589016,280,185.0,0.30824,0.234853,C,4.4,4.9,35
938,2022-12-09,AAPL,141470447,2023-09-15,142.16,0.006401238041643219,0.04901393100589016,280,190.0,0.303837,0.201218,C,3.6,3.95,1536
937,2022-12-09,AAPL,141470448,2023-09-15,142.16,0.006401238041643219,0.04901393100589016,280,195.0,0.301573,0.172683,C,3.0,3.2,0
936,2022-12-09,AAPL,141470449,2023-09-15,142.16,0.006401238041643219,0.04901393100589016,280,200.0,0.299909,0.147635,C,2.35,2.74,94
935,2022-12-09,AAPL,141470450,2023-09-15,142.16,0.006401238041643219,0.04901393100589016,280,205.0,0.296549,0.123766,C,1.95,2.12,30
934,2022-12-09,AAPL,141470451,2023-09-15,142.16,0.006401238041643219,0.04901393100589016,280,210.0,0.300165,0.109169,C,1.57,1.97,21
951,2022-12-09,AAPL,141528516,2023-09-15,142.16,0.006401238041643219,0.04901393100589016,280,220.0,0.297207,0.077174,C,1.04,1.29,10
952,2022-12-09,AAPL,141528517,2023-09-15,142.16,0.006401238041643219,0.04901393100589016,280,230.0,0.296699,0.054987,C,0.7,0.87,22
953,2022-12-09,AAPL,142291791,2023-09-15,142.16,0.006401238041643219,0.04901393100589016,280,240.0,0.299459,0.040639,C,0.45,0.67,5
954,2022-12-09,AAPL,142291792,2023-09-15,142.16,0.006401238041643219,0.04901393100589016,280,250.0,0.306014,0.031959,C,0.3,0.57,0
960,2022-12-09,AAPL,144084639,2023-09-15,142.16,0.006401238041643219,0.04901393100589016,280,260.0,0.307835,0.023531,C,0.22,0.4,1219
959,2022-12-09,AAPL,144543837,2023-09-15,142.16,0.006401238041643219,0.04901393100589016,280,270.0,0.314705,0.019064,C,0.15,0.35,0
958,2022-12-09,AAPL,144543838,2023-09-15,142.16,0.006401238041643219,0.04901393100589016,280,280.0,0.321506,0.015668,C,0.1,0.31,0
957,2022-12-09,AAPL,144543839,2023-09-15,142.16,0.006401238041643219,0.04901393100589016,280,290.0,0.321788,0.011446,C,0.04,0.25,27
956,2022-12-09,AAPL,144543840,2023-09-15,142.16,0.006401238041643219,0.04901393100589016,280,300.0,0.313398,0.00681,C,0.06,0.1,2562
1579,2022-12-12,AAPL,142859004,2023-09-15,144.49,0.0062980137033704755,0.04906336372913414,277,70.0,0.498051,-0.025056,P,0.64,0.75,92
1578,2022-12-12,AAPL,141470480,2023-09-15,144.49,0.0062980137033704755,0.04906336372913414,277,75.0,0.483342,-0.032793,P,0.87,0.96,0
1577,2022-12-12,AAPL,141470481,2023-09-15,144.49,0.0062980137033704755,0.04906336372913414,277,80.0,0.468644,-0.042081,P,1.12,1.24,62
1576,2022-12-12,AAPL,141470482,2023-09-15,144.49,0.0062980137033704755,0.04906336372913414,277,85.0,0.457024,-0.053951,P,1.49,1.58,1
1633,2022-12-12,AAPL,141470483,2023-09-15,144.49,0.0062980137033704755,0.04906336372913414,277,90.0,0.443577,-0.067361,P,1.86,2.0,6
1632,2022-12-12,AAPL,141470484,2023-09-15,144.49,0.0062980137033704755,0.04906336372913414,277,95.0,0.432308,-0.083779,P,2.36,2.51,22
1570,2022-12-12,AAPL,141470457,2023-09-15,144.49,0.0062980137033704755,0.04906336372913414,277,100.0,0.420674,-0.1026,P,2.94,3.1,64
1569,2022-12-12,AAPL,141470458,2023-09-15,144.49,0.0062980137033704755,0.04906336372913414,277,105.0,0.412899,-0.125722,P,3.7,3.9,8
1568,2022-12-12,AAPL,141470459,2023-09-15,144.49,0.0062980137033704755,0.04906336372913414,277,110.0,0.402189,-0.150676,P,4.55,4.7,41
1567,2022-12-12,AAPL,141470460,2023-09-15,144.49,0.0062980137033704755,0.04906336372913414,277,115.0,0.390708,-0.178472,P,5.5,5.6,1455
1566,2022-12-12,AAPL,141470461,2023-09-15,144.49,0.0062980137033704755,0.04906336372913414,277,120.0,0.381941,-0.210551,P,6.65,6.75,928
1565,2022-12-12,AAPL,141470462,2023-09-15,144.49,0.0062980137033704755,0.04906336372913414,277,125.0,0.374772,-0.246491,P,8.0,8.15,1803
1564,2022-12-12,AAPL,141470463,2023-09-15,144.49,0.0062980137033704755,0.04906336372913414,277,130.0,0.366806,-0.285295,P,9.5,9.7,3
1563,2022-12-12,AAPL,141470464,2023-09-15,144.49,0.0062980137033704755,0.04906336372913414,277,135.0,0.358565,-0.327152,P,11.2,11.4,71
1562,2022-12-12,AAPL,141470465,2023-09-15,144.49,0.0062980137033704755,0.04906336372913414,277,140.0,0.351384,-0.372091,P,13.15,13.35,151
1335,2022-12-12,AAPL,141470439,2023-09-15,144.49,0.0062980137033704755,0.04906336372913414,277,150.0,0.339695,0.549506,C,16.45,16.75,19
1352,2022-12-12,AAPL,141470440,2023-09-15,144.49,0.0062980137033704755,0.04906336372913414,277,155.0,0.332961,0.503502,C,14.15,14.4,24
1351,2022-12-12,AAPL,141470441,2023-09-15,144.49,0.0062980137033704755,0.04906336372913414,277,160.0,0.326621,0.457207,C,12.05,12.3,242
1350,2022-12-12,AAPL,141470442,2023-09-15,144.49,0.0062980137033704755,0.04906336372913414,277,165.0,0.321788,0.41194,C,10.2,10.5,2
1349,2022-12-12,AAPL,141470443,2023-09-15,144.49,0.0062980137033704755,0.04906336372913414,277,170.0,0.315463,0.366685,C,8.5,8.8,23
1348,2022-12-12,AAPL,141470444,2023-09-15,144.49,0.0062980137033704755,0.04906336372913414,277,175.0,0.310404,0.323703,C,7.05,7.35,77
1347,2022-12-12,AAPL,141470445,2023-09-15,144.49,0.0062980137033704755,0.04906336372913414,277,180.0,0.306984,0.284199,C,5.85,6.15,1844
1346,2022-12-12,AAPL,141470446,2023-09-15,144.49,0.0062980137033704755,0.04906336372913414,277,185.0,0.304637,0.248299,C,4.95,5.05,20
1345,2022-12-12,AAPL,141470447,2023-09-15,144.49,0.0062980137033704755,0.04906336372913414,277,190.0,0.301215,0.214198,C,4.0,4.2,1721
1344,2022-12-12,AAPL,141470448,2023-09-15,144.49,0.0062980137033704755,0.04906336372913414,277,195.0,0.297567,0.182799,C,3.2,3.45,207
1343,2022-12-12,AAPL,141470449,2023-09-15,144.49,0.0062980137033704755,0.04906336372913414,277,200.0,0.295098,0.15557,C,2.61,2.8,40
1342,2022-12-12,AAPL,141470450,2023-09-15,144.49,0.0062980137033704755,0.04906336372913414,277,205.0,0.294151,0.132817,C,2.14,2.31,188
1341,2022-12-12,AAPL,141470451,2023-09-15,144.49,0.0062980137033704755,0.04906336372913414,277,210.0,0.292898,0.112485,C,1.73,1.9,4
1340,2022-12-12,AAPL,141528516,2023-09-15,144.49,0.0062980137033704755,0.04906336372913414,277,220.0,0.290329,0.07925,C,1.13,1.25,23
1339,2022-12-12,AAPL,141528517,2023-09-15,144.49,0.0062980137033704755,0.04906336372913414,277,230.0,0.290944,0.056821,C,0.75,0.87,3
1338,2022-12-12,AAPL,142291791,2023-09-15,144.49,0.0062980137033704755,0.04906336372913414,277,240.0,0.291593,0.040459,C,0.5,0.6,21
1337,2022-12-12,AAPL,142291792,2023-09-15,144.49,0.0062980137033704755,0.04906336372913414,277,250.0,0.29374,0.029352,C,0.36,0.41,9
1336,2022-12-12,AAPL,144084639,2023-09-15,144.49,0.0062980137033704755,0.04906336372913414,277,260.0,0.297298,0.021885,C,0.23,0.33,0
1314,2022-12-12,AAPL,144543837,2023-09-15,144.49,0.0062980137033704755,0.04906336372913414,277,270.0,0.297681,0.015435,C,0.15,0.23,4
1333,2022-12-12,AAPL,144543838,2023-09-15,144.49,0.0062980137033704755,0.04906336372913414,277,280.0,0.302382,0.011933,C,0.1,0.19,3
1313,2022-12-12,AAPL,144543839,2023-09-15,144.49,0.0062980137033704755,0.04906336372913414,277,290.0,0.307925,0.009522,C,0.08,0.15,1
1312,2022-12-12,AAPL,144543840,2023-09-15,144.49,0.0062980137033704755,0.04906336372913414,277,300.0,0.308502,0.00683,C,0.06,0.1,2
66,2022-12-13,AAPL,142859004,2023-09-15,145.47,0.006255585344057194,0.049119956929867065,276,70.0,0.495285,-0.023515,P,0.56,0.73,1
65,2022-12-13,AAPL,141470480,2023-09-15,145.47,0.006255585344057194,0.049119956929867065,276,75.0,0.481549,-0.031074,P,0.78,0.94,2
64,2022-12-13,AAPL,141470481,2023-09-15,145.47,0.006255585344057194,0.049119956929867065,276,80.0,0.467215,-0.040055,P,1.04,1.19,134
63,2022-12-13,AAPL,141470482,2023-09-15,145.47,0.006255585344057194,0.049119956929867065,276,85.0,0.454221,-0.051075,P,1.37,1.5,0
264,2022-12-13,AAPL,141470483,2023-09-15,145.47,0.006255585344057194,0.049119956929867065,276,90.0,0.439273,-0.063455,P,1.72,1.85,130
263,2022-12-13,AAPL,141470484,2023-09-15,145.47,0.006255585344057194,0.049119956929867065,276,95.0,0.429119,-0.079618,P,2.2,2.36,11
77,2022-12-13,AAPL,141470457,2023-09-15,145.47,0.006255585344057194,0.049119956929867065,276,100.0,0.417693,-0.097885,P,2.76,2.92,387
76,2022-12-13,AAPL,141470458,2023-09-15,145.47,0.006255585344057194,0.049119956929867065,276,105.0,0.406552,-0.118991,P,3.4,3.6,15
75,2022-12-13,AAPL,141470459,2023-09-15,145.47,0.006255585344057194,0.049119956929867065,276,110.0,0.396618,-0.143584,P,4.2,4.4,161
74,2022-12-13,AAPL,141470460,2023-09-15,145.47,0.006255585344057194,0.049119956929867065,276,115.0,0.387388,-0.171667,P,5.1,5.4,195
73,2022-12-13,AAPL,141470461,2023-09-15,145.47,0.006255585344057194,0.049119956929867065,276,120.0,0.378448,-0.203088,P,6.2,6.5,543
72,2022-12-13,AAPL,141470462,2023-09-15,145.47,0.006255585344057194,0.049119956929867065,276,125.0,0.371228,-0.238513,P,7.55,7.8,695
71,2022-12-13,AAPL,141470463,2023-09-15,145.47,0.006255585344057194,0.049119956929867065,276,130.0,0.361509,-0.276414,P,8.95,9.2,10
60,2022-12-13,AAPL,141470464,2023-09-15,145.47,0.006255585344057194,0.049119956929867065,276,135.0,0.354488,-0.318345,P,10.65,10.9,467
58,2022-12-13,AAPL,141470465,2023-09-15,145.47,0.006255585344057194,0.049119956929867065,276,140.0,0.345808,-0.363069,P,12.5,12.7,182
57,2022-12-13,AAPL,141470466,2023-09-15,145.47,0.006255585344057194,0.049119956929867065,276,145.0,0.339998,-0.410759,P,14.6,14.95,309
18,2022-12-13,AAPL,141470440,2023-09-15,145.47,0.006255585344057194,0.049119956929867065,276,155.0,0.329674,0.511514,C,14.4,14.75,36
16,2022-12-13,AAPL,141470441,2023-09-15,145.47,0.006255585344057194,0.049119956929867065,276,160.0,0.323224,0.46477,C,12.2,12.65,291
15,2022-12-13,AAPL,141470442,2023-09-15,145.47,0.006255585344057194,0.049119956929867065,276,165.0,0.316666,0.417941,C,10.3,10.65,5
14,2022-12-13,AAPL,141470443,2023-09-15,145.47,0.006255585344057194,0.049119956929867065,276,170.0,0.312653,0.373494,C,8.65,9.05,46
13,2022-12-13,AAPL,141470444,2023-09-15,145.47,0.006255585344057194,0.049119956929867065,276,175.0,0.307809,0.330054,C,7.15,7.6,173
12,2022-12-13,AAPL,141470445,2023-09-15,145.47,0.006255585344057194,0.049119956929867065,276,180.0,0.303936,0.289474,C,5.95,6.3,368
11,2022-12-13,AAPL,141470446,2023-09-15,145.47,0.006255585344057194,0.049119956929867065,276,185.0,0.29973,0.251036,C,4.85,5.2,97
10,2022-12-13,AAPL,141470447,2023-09-15,145.47,0.006255585344057194,0.049119956929867065,276,190.0,0.296741,0.21661,C,3.9,4.35,447
9,2022-12-13,AAPL,141470448,2023-09-15,145.47,0.006255585344057194,0.049119956929867065,276,195.0,0.293507,0.184955,C,3.2,3.5,496
8,2022-12-13,AAPL,141470449,2023-09-15,145.47,0.006255585344057194,0.049119956929867065,276,200.0,0.291903,0.158035,C,2.64,2.85,388
7,2022-12-13,AAPL,141470450,2023-09-15,145.47,0.006255585344057194,0.049119956929867065,276,205.0,0.290079,0.133879,C,2.11,2.35,107
6,2022-12-13,AAPL,141470451,2023-09-15,145.47,0.006255585344057194,0.049119956929867065,276,210.0,0.288253,0.112578,C,1.7,1.9,84
5,2022-12-13,AAPL,141528516,2023-09-15,145.47,0.006255585344057194,0.049119956929867065,276,220.0,0.287234,0.080132,C,1.13,1.27,26
4,2022-12-13,AAPL,141528517,2023-09-15,145.47,0.006255585344057194,0.049119956929867065,276,230.0,0.286929,0.056582,C,0.73,0.87,1
3,2022-12-13,AAPL,142291791,2023-09-15,145.47,0.006255585344057194,0.049119956929867065,276,240.0,0.286691,0.039522,C,0.45,0.61,1
2,2022-12-13,AAPL,142291792,2023-09-15,145.47,0.006255585344057194,0.049119956929867065,276,250.0,0.287863,0.027985,C,0.3,0.42,6
1,2022-12-13,AAPL,144084639,2023-09-15,145.47,0.006255585344057194,0.049119956929867065,276,260.0,0.2923,0.021031,C,0.18,0.35,0
0,2022-12-13,AAPL,144543837,2023-09-15,145.47,0.006255585344057194,0.049119956929867065,276,270.0,0.294122,0.01515,C,0.11,0.26,0
17,2022-12-13,AAPL,144543838,2023-09-15,145.47,0.006255585344057194,0.049119956929867065,276,280.0,0.303635,0.01294,C,0.1,0.22,1
19,2022-12-13,AAPL,144543839,2023-09-15,145.47,0.006255585344057194,0.049119956929867065,276,290.0,0.302417,0.008858,C,0.01,0.2,0
20,2022-12-13,AAPL,144543840,2023-09-15,145.47,0.006255585344057194,0.049119956929867065,276,300.0,0.308314,0.007189,C,0.05,0.12,51
312,2022-12-14,AAPL,142859004,2023-09-15,143.21,0.006354304866978563,0.049143712792746416,275,70.0,0.486996,-0.023967,P,0.5,0.77,4
311,2022-12-14,AAPL,141470480,2023-09-15,143.21,0.006354304866978563,0.049143712792746416,275,75.0,0.473727,-0.031921,P,0.74,0.97,0
310,2022-12-14,AAPL,141470481,2023-09-15,143.21,0.006354304866978563,0.049143712792746416,275,80.0,0.45863,-0.041112,P,0.99,1.22,0
309,2022-12-14,AAPL,141470482,2023-09-15,143.21,0.006354304866978563,0.049143712792746416,275,85.0,0.448338,-0.053449,P,1.34,1.59,0
1786,2022-12-14,AAPL,141470483,2023-09-15,143.21,0.006354304866978563,0.049143712792746416,275,90.0,0.435409,-0.067246,P,1.76,1.96,63
1785,2022-12-14,AAPL,141470484,2023-09-15,143.21,0.006354304866978563,0.049143712792746416,275,95.0,0.424992,-0.084348,P,2.25,2.5,57
323,2022-12-14,AAPL,141470457,2023-09-15,143.21,0.006354304866978563,0.049143712792746416,275,100.0,0.414328,-0.104084,P,2.86,3.1,156
322,2022-12-14,AAPL,141470458,2023-09-15,143.21,0.006354304866978563,0.049143712792746416,275,105.0,0.402133,-0.126129,P,3.45,3.85,70
